10,1.6
1010,88.1
2010,102.6
3010,130.4
4010,136.2
5010,240.4
6010,254.7
7010,270.1
8010,287.0
9010,488.4
10010,498.0
11010,513.1
12010,537.1
13010,550.8
14010,565.1
15010,584.2
16010,602.5
17010,984.4
18010,1001.9
19010,1019.6
20010,1038.2
21010,1056.2
22010,1080.5
23010,1100.3
24010,1123.4
25010,1135.0
26010,1155.9
27010,1176.6
28010,1196.2
29010,1217.6
30010,1244.8
31010,1250.7
32010,1275.1
33010,2045.8
34010,2195.6
35010,2522.5
36010,2339.3
37010,2368.8
38010,2495.8
39010,2368.0
40010,2270.0
41010,2450.9
42010,2294.2
43010,2228.2
44010,2249.2
45010,2272.3
46010,2276.6
47010,2310.9
48010,2329.7
49010,2353.6
50010,2378.2
51010,2395.4
52010,2420.0
53010,2442.2
54010,2468.9
55010,2513.6
56010,2503.5
57010,2529.2
58010,2543.7
59010,2560.8
60010,2588.7
61010,2614.1
62010,2620.1
63010,2652.7
64010,2675.3
65010,2698.1
66010,4172.3
67010,4187.3
68010,4224.8
69010,4246.5
70010,4276.0
71010,4284.7
72010,4311.3
73010,4351.6
74010,4357.3
75010,4374.5
76010,4388.1
77010,4430.4
78010,4481.1
79010,4515.2
80010,4555.2
81010,4578.3
82010,4548.8
83010,4581.1
84010,4626.6
85010,4604.8
86010,4624.8
87010,4647.7
88010,4682.0
89010,4702.9
90010,4745.8
91010,4757.7
92010,4780.9
93010,4776.1
94010,4784.3
95010,4829.6
96010,4839.1
97010,4861.8
98010,4898.6
99010,4900.6
