10,1.3275879921914826E-9
11,2.122445928919665E-9
12,2.0928200522743693E-9
13,2.2484138785243524E-9
14,2.6133803111771577E-9
15,2.024350991720082E-9
16,5.440072032096782E-9
17,2.458193025926987E-9
18,2.5388305924565047E-9
19,8.93713989560452E-9
20,2.4977843732513966E-9
22,2.7018560467174826E-9
24,3.4422383396881847E-9
26,2.286449225305205E-9
28,1.301574338589424E-9
30,2.2147521096111508E-9
33,2.2838878997476167E-9
36,1.235307157754299E-9
39,4.517273607107114E-9
42,2.427206216464785E-9
46,2.5618972959139953E-9
50,1.6163988721126152E-9
55,2.5729469184214116E-9
60,1.5616087104204952E-9
66,1.855093476253045E-9
72,2.595843659946562E-9
79,2.0561994899893335E-9
86,2.146430037478467E-9
94,7.757815244032893E-10
103,6.161032290364349E-10
113,6.628119301786102E-10
124,9.7183090992575E-10
136,1.7204945709918346E-9
149,1.3102232613185233E-9
163,3.6216965623865056E-10
179,4.528239559906341E-10
196,4.099363146912751E-10
215,4.329960847474968E-10
236,8.90860620989423E-10
259,3.326338199774537E-10
284,4.047987178245451E-10
312,2.5188863632284074E-10
343,5.632691949566344E-10
377,1.714533460468674E-10
414,2.465799806049258E-10
455,3.895464074850169E-10
500,2.7737197855369783E-10
550,2.3440968316893693E-10
605,3.5917030081126246E-10
665,1.5131475224657083E-10
731,8.069131820333731E-11
804,2.0084796234872718E-10
884,2.036435248145673E-10
972,1.370009958681108E-10
1069,9.545948857798823E-11
1175,1.1090790203394768E-10
1292,1.0343166175902718E-10
1421,1.568993963773405E-10
1563,6.741790662269021E-11
1719,7.347530897088624E-11
1890,6.825381479459202E-11
2079,4.644465592149987E-11
2286,6.51319647052527E-11
2514,8.348821990021399E-11
2765,3.900303779874772E-11
3041,4.1639438156730334E-11
3345,6.721290391344279E-11
3679,4.5789597847342996E-11
4046,3.4866668760952145E-11
4450,3.253703635313485E-11
4895,2.5391860731602054E-11
5384,5.392350562825882E-11
5922,2.9823696832941455E-11
6514,3.374760793258517E-11
7165,1.6037833875856653E-11
7881,1.0856095239758357E-11
8669,1.2906684072617127E-11
9535,1.5073170173666887E-11
